t8BwqzzqcDs_108,people booing
DhfdRzT2AP4_132,metronome
wjLClGwjeIU_114,airplane flyby
Cs0UHi69c7Y_30,playing zither
ecrdsx4xuiY_1,cow lowing
nvT6R77PBKc_10,snake hissing
pjuyGQPd4S4_39,playing djembe
Nluf6HIYXXQ_30,dog howling
nsF7XYUGx7g_308,tornado roaring
GhsTZsvSbk4_36,extending ladders
XfLIbeSJSHE_300,opening or closing drawers
LPjblqE3xHk_218,fox barking
P9r8EC83Y3k_18,goose honking
kim5sxAzWM0_22,striking bowling
vfIylWPACmg_77,playing double bass
Ouxjt5e8x-o_50,vacuum cleaner cleaning floors
TwucF4h5v3U_84,missile launch
kEa1IlvIW0k_39,playing tambourine
FwjlaF2FSzg_318,playing darts
4eBNP-EPpgk_74,people eating apple
ALdjQ9kbwd8_30,playing accordion
vJybBPq4gtU_212,magpie calling
A68tYY9AA9Q_30,helicopter
2Vu6HtlYio4_219,snake rattling
YP5NMmYsHt0_180,"vehicle horn, car horn, honking"
MUJmWnjGEBk_0,dog howling
cuINEhfQW98_109,ice cracking
DjqOjkoVu3M_153,alarm clock ringing
jpGLGUsbHPU_170,church bell ringing
f29XHnPHKj8_12,cheetah chirrup
mlW-e4gWNmM_312,cupboard opening or closing
U1Me-1aACSg_328,striking bowling
XSxXGCUqra4_30,cat purring
GH4Ae3x12Lk_6,people sobbing
ZsWs23ldI4k_110,people hiccup
5mHtxFuikDs_0,people running
yM959r1bnBQ_123,"heart sounds, heartbeat"
Cefeb2q4KSE_110,playing gong
y3b46Xk89rM_114,eagle screaming
_RLsXrr0fQo_80,playing acoustic guitar
17L2VkXtcQ0_30,chicken crowing
C7KFeOJhIZw_159,foghorn
im98W-KlqrQ_10,bird wings flapping
xDFb8CAfU4w_30,"cattle, bovinae cowbell"
xw3yx95ZsLg_30,singing bowl
wZHWIq1ycCQ_69,playing flute
EFdgfTqdF3Y_30,baby laughter
AY0jDdFbBZQ_25,using sewing machines
DQFC76IHiKs_30,"bee, wasp, etc. buzzing"
VvnHyU8e1c8_30,raining
cdbYsoEasio_70,people screaming
kZQkCqkUBVA_168,people slurping
X2IUVELRuzs_110,"male speech, man speaking"
ANMQ_fFwRl8_15,elephant trumpeting
VmYPBzrkKGw_140,playing oboe
bOD-pt3NWYc_18,"ice cream truck, ice cream van"
PE4qQfZ22Ws_113,bathroom ventilation fan running
9P6-DKN1XLA_320,ambulance siren
TXW3Qm9qT0c_30,people shuffling
1WLMVX_Y2Pk_18,elephant trumpeting
EAHbMk015Rw_30,thunder
VFCB7xV6chI_110,pumping water
ZggvCXDeTPo_355,playing bass drum
ScCa7fZ-xPA_10,goat bleating
hyNm8rXY2-g_3,"alligators, crocodiles hissing"
agkVG4i1-5k_134,baltimore oriole calling
GDXalnUbHYY_31,ferret dooking
75PJeJ2hGcw_30,cat meowing
smJRVhMRxIQ_7,chinchilla barking
TMWj5Y6djcM_40,slot machine
fmSvZ3RR8YY_380,machine gun shooting
aZ2SllViDNM_165,disc scratching
g1A_nijCVqs_169,"race car, auto racing"
PNT3hW4qFpQ_290,tapping guitar
kA8ZUNl5vss_30,people sneezing
GGpS5Zychoc_53,lathe spinning
k4jbk1lVqB8_162,people slurping
1F23RciUwDE_30,car engine starting
48HhCnV2U7s_432,spraying water
PwC9_vE_rqk_120,dog growling
6N7IQpJ_yn8_51,police radio chatter
CFRfL0fmAOU_140,people running
cWWzSdDG-xc_33,sheep bleating
HkkqouO9dhk_30,wind rustling leaves
EBHSSNxR-_0_4,using sewing machines
K76Ua0dvUd0_41,bathroom ventilation fan running
JA4NSoCs-Q0_408,alarm clock ringing
y8Wfo63JFrI_0,"heart sounds, heartbeat"
J5a_yyh4KbQ_112,tornado roaring
5NI0ncH3PxQ_73,otter growling
PYislCydAPQ_30,playing french horn
0LwSy-xZSPw_112,male singing
Jgg8HRAvNQM_22,playing cornet
U0SjklNoHDU_69,playing timbales
8m-a_6wLTkU_230,skateboarding
IMKIBJD-JSM_13,disc scratching
iPuIoRYYBfk_30,people whistling
bZadyuv2utE_80,cat purring
8AgLb-bpocg_37,elk bugling
kZAwXjidHmM_1,people sneezing
5B7d8e42ODw_30,wind rustling leaves
k5OqgeB7bvo_207,tornado roaring
iX5fyNvNOuk_10,playing piano
Af4OOFNWp2Q_0,people sobbing
elKhJvAaRlc_8,sea lion barking
GINmvzOpfvc_6,"bird chirping, tweeting"
_Ery3Zu1uvI_151,playing bass drum
TstsLM4IUV8_128,"playing violin, fiddle"
79undeYvXOE_200,playing castanets
WTlaLznHD1c_53,driving snowmobile
IvPbQdbsQUI_331,sharpen knife
tjKzkajbKc0_30,smoke detector beeping
1roSKWxidVo_35,black capped chickadee calling
AFwmMFq_xlc_390,reversing beeps
VeKRX7eC2To_30,playing clarinet
lRyNx9_7NIM_110,people running
81-cd_Kh-Ko_32,bull bellowing
bf_I0tRLfh4_30,playing trombone
4ViTIFEK5Fo_90,orchestra
FRzHx9ibb9I_240,car engine starting
g_DBLppDZAs_30,police car (siren)
6wEyfLFSmmI_112,mouse clicking
BI8YQ3ueD24_30,tapping guitar
iWiNV03Wa6Y_72,snake hissing
MWWihdWE2FE_60,typing on computer keyboard
sLQ8X0qPh80_3,underwater bubbling
nvvXOfLs-ng_150,playing ukulele
GYQVFv7wGHY_26,squishing water
GkRcctMRKUc_100,playing guiro
kTOX4xMk89M_100,train whistling
ZsrqUPh7paU_39,warbler chirping
QFIEGoEUJNk_250,playing vibraphone
AK_xkz5nfIM_89,lip smacking
uhmXridEbTs_494,playing bongo
lBG_42BAUs8_224,opening or closing car doors
FgJVcuKfP5A_37,spraying water
M8BaWFyXNqA_30,people whispering
oZQZfGA690I_379,firing muskets
L9nIN8KrWfQ_75,opening or closing car electric windows
ZvOrojEQueY_101,otter growling
0hfU27A6tus_70,playing banjo
P8Uwpp00DBk_67,pheasant crowing
4q9NPjOpWy8_146,wood thrush calling
iSyWKTPonhQ_121,electric grinder grinding
Cah4MJiVUFI_30,people crowd
oPzAaB7LoqU_30,baby crying
LAeWwMC2EaI_30,playing electric guitar
UWz5OIijWM4_30,driving motorcycle
ixn9yG0ny8w_30,playing bass guitar
yKZ1wVwmhus_283,playing badminton
YM27M-R0kIA_0,horse neighing
h-Krpgn00Ik_250,"playing marimba, xylophone"
DFJ_Z70bfmo_26,foghorn
4fzJQ0tYOAE_35,sea waves
VHMrs4fni58_100,forging swords
unt16ejLIvM_276,swimming
4K6nNmzeTk0_30,people sobbing
p99Yp32hEbg_30,owl hooting
zLfhRM6G0OU_39,playing trombone
DHSr8GMQSqw_28,playing tennis
bltHehYBdy8_70,dog howling
GkStiQ3hR5g_220,chicken crowing
_E3-DzuWPs4_132,playing lacrosse
uwxoy9R6WdI_30,dog whimpering
bPwAxV8iEfA_100,playing trumpet
rwmtZb4cEiY_31,sea lion barking
gQKWGk5HBcs_220,child singing
kbs7SQMR1ek_248,airplane
PEABLpVs3gg_10,church bell ringing
G_jA6itU_FA_125,beat boxing
UqyvFyQthHo_30,chainsawing trees
jw-9ndWahTg_1,sea lion barking
UNw5xBuw4u0_79,chopping food
6_WjTR_-4hQ_30,playing french horn
7EAkRbG8qKk_140,"vehicle horn, car horn, honking"
ZylkgLeV-bU_23,door slamming
VViXFIbJNbk_130,people finger snapping
WrbQ5NIU0R0_170,playing zither
FHcsjO-lVbw_60,people whistling
aOGvHTXY2Us_849,playing oboe
Z2V67oNTnmw_27,chopping food
ZSjJ0Wop4m0_0,mouse squeaking
59Hf9ZA3v7I_110,playing double bass
IsBSq-_ZXT4_56,people slapping
Q6pnggPsxDw_70,"ice cream truck, ice cream van"
j7LDdHAhIbo_30,fire crackling
TsHBKTYuBUM_62,whale calling
pOvO5y-p550_170,people burping
1jq7zSF_v7s_140,opening or closing drawers
IClqeKMGVdQ_58,slot machine
1KiFXylkPpg_10,playing electronic organ
FwnRxfcUHIE_29,chopping food
FXGNlx9HJ6I_36,people booing
9NqbHNzuV64_90,cat purring
WW3UIOSxqpA_61,cutting hair with electric trimmers
g6FX9VjYD-w_30,bird squawking
C0CvQi7d4sU_328,people finger snapping
dEZKBTNubi8_365,whale calling
WgKO_IxUjr8_180,playing flute
o_ruuyYruBU_127,sailing
PxV5flu0hi4_60,lighting firecrackers
shkxVcpYF8c_222,mouse clicking
crS5cwurdfY_160,lawn mowing
q8R1PMk01SY_16,elephant trumpeting
TzVFAvWdiV0_30,"playing steel guitar, slide guitar"
kaYBmFJzseo_30,playing gong
I-W-XxXGbHc_28,horse neighing
fAns8GJzYeQ_30,waterfall burbling
VkABXTeQSKk_99,people marching
bfLqa4vlmFI_274,"race car, auto racing"
KBOdG9xNLaA_6,dog baying
AlPu_yxLT2g_230,people coughing
aouKweCzxj8_290,driving buses
NgyeHliItww_0,using sewing machines
JKpxK1rUW4A_30,lawn mowing
ENX0totqysA_30,playing piano
3njuN-F2Ecs_332,playing washboard
303_1KAU7h4_380,eating with cutlery
GoMFJIOLkKA_420,raining
HHg3q4Dl7bg_214,shot football
3p3A4QDXw-g_30,male singing
ML8ZVFSC5I0_335,people giggling
AcLX-YyZE08_167,car engine starting
GMYaJVjQ8UQ_424,hedge trimmer running
VoQu9t04E6w_55,lions growling
Y5ZGlOUUcs8_290,bird wings flapping
1EH6atYydBc_90,lawn mowing
n95pf-9gdNk_424,playing double bass
iHltZ6Jp8tI_121,writing on blackboard with chalk
A2D_eaALRug_144,hammering nails
UdWyYaDcEMs_1257,lip smacking
BQsQzaDrHKY_155,"alligators, crocodiles hissing"
Zs4N1ecKtLM_286,chimpanzee pant-hooting
pDgllMmDvsA_2,penguins braying
oNXXcLtvuoA_238,people eating crisps
YFO26ojd-sI_7,rope skipping
8kFXbwqrVLU_27,"heart sounds, heartbeat"
1NV87x_JYnQ_368,strike lighter
AwAFAi8sa-0_450,playing volleyball
PlGrb1DKbao_130,dog whimpering
7GZdzd_wcBg_230,fireworks banging
HofBEl7IjDk_30,cat caterwauling
iW8es1xXsG4_533,people marching
vY7O2jWCWdQ_374,playing mandolin
bciLCctZfjE_200,cap gun shooting
TYHcP8Hjwpg_110,dog whimpering
Whj0O5fyREo_50,playing trombone
7EgbS-lbHWY_5,chicken clucking
3id3zRRZBVM_50,people coughing
BeHNQZRpizU_98,missile launch
djoF51W8zqw_48,people giggling
3tK7PpCo0PQ_80,male singing
mSHxFybELNY_15,playing cornet
7S_iHrdfrvQ_30,people whispering
SqacR4nVfWM_30,mouse squeaking
lwdbb4Rc7_A_30,bird wings flapping
opSdcEJ1UF0_371,people battle cry
y9DFJEsiTLk_110,car engine starting
-z3AAq0FK-0_1,snake rattling
WmdAGcaop4Q_28,skiing
8JgqLELdUkY_30,cat meowing
Fm5ZiCupuqc_45,beat boxing
_-u0B1VgymM_151,foghorn
IC9hh-3zlQY_792,wind chime
EecU1KGJIt4_20,dog barking
2FxRgLF37kw_215,playing drum kit
ODVjNjz3JYU_0,penguins braying
acsnaLCTPSk_30,playing zither
bR8fbwavKtc_60,"vehicle horn, car horn, honking"
2jn2amm53u8_180,mouse pattering
qhvy5UeP_fk_35,chipmunk chirping
HyKrcvSijxU_300,bird wings flapping
rosiOZ0VIHA_338,playing badminton
sbkfFiRlJXc_21,owl hooting
_bAVmK7n0fs_130,"male speech, man speaking"
lGZKkiZEDBY_14,"alligators, crocodiles hissing"
Sgdq22nyfTM_240,"subway, metro, underground"
g5FVJveyyVM_30,lions roaring
mTUsHkNjSWo_20,splashing water
1MaEJRh2oGY_89,cheetah chirrup
6lJjWi0OMTc_0,shot football
d_zeI_sbGB0_93,rope skipping
L4LgDMosfxE_229,foghorn
Qj6KhQfpjOo_140,playing clarinet
0Wxl_LzqguI_288,people battle cry
mCjsuxzcl2k_30,playing timpani
QySssFgqGq0_121,missile launch
U7vFb50UjgY_40,lions roaring
MDOxKJjLIQ4_310,using sewing machines
OaCK8uzagUs_10,people nose blowing
WkHiRBvutiw_415,striking pool
l1coM570kVw_30,male singing
FG9lLFEg__Y_286,ice cracking
blT66g8x458_180,ocean burbling
MR_SSRoEsf0_0,playing mandolin
6E2jKYWemGI_320,machine gun shooting
iXNnJE6gNEk_20,baby laughter
At3hmrH23NI_400,people sobbing
fZS9lPmqgl0_30,helicopter
9wMeb3Q-IiQ_30,chicken crowing
W1VYWwYdJRQ_370,chainsawing trees
xnMI64kXQA8_252,cricket chirping
hGMrZZaTRSE_450,vacuum cleaner cleaning floors
So8G7UXguNA_77,tractor digging
-_f_ClsDxyc_80,playing clarinet
MZ7yHPG9ThU_17,people humming
IDfaiqtHiEw_80,chimpanzee pant-hooting
JzXBxftBmBQ_487,ripping paper
AhcY8QVSLtM_50,chainsawing trees
l9ElMSuNwnI_134,police radio chatter
O4XYhK_tQnk_28,"playing violin, fiddle"
VCdHfU5YbsQ_80,owl hooting
0dUL0EweBEY_423,plastic bottle crushing
r0sNIPmMxTY_111,playing badminton
xoXTlNWkC7w_170,playing congas
5HWzxmEuzLo_172,playing darts
WEHe6W_D4lo_41,"pigeon, dove cooing"
GyHmkrrU0ZM_125,beat boxing
fZyq2pM2-dI_30,playing sitar
gEBm_DYH-xA_30,dog whimpering
CbomWMJU3ro_30,opening or closing drawers
2LMxs_P1EhY_100,firing muskets
-JUhUI_KvUI_26,gibbon howling
dTlAkkMLPDg_30,"playing marimba, xylophone"
CD8n7ZPuA1U_5,mynah bird singing
ipxCuhWJ3oA_3,chinchilla barking
h0-6U948u7Y_50,playing sitar
O-ZZyuA5fRc_28,cat hissing
EtD6VOh6c9A_0,people finger snapping
YeOcx1ox5gQ_330,playing tabla
y1orCLNC7bw_245,people slurping
ch71KS9DYec_30,metronome
8spcnH0LalI_32,playing table tennis
8XpFjwhNYUE_170,"bee, wasp, etc. buzzing"
O7D34TRxVTM_61,playing washboard
SUFOgc9Pkd8_30,dog growling
XjSsteOf2XE_92,ferret dooking
lxFXp7wgzrs_87,playing djembe
q6meFp5fTd8_30,frog croaking
ipSnR0fR_uA_58,pheasant crowing
9wkgTdE7nz8_30,"male speech, man speaking"
dQfQGU2qF2w_117,people gargling
fvOZ_L5EY0k_30,playing hammond organ
9HcahqYUVoc_90,chainsawing trees
PHrIb6nPmN8_106,striking pool
MdlNA0sJz38_28,dog whimpering
sVGVLQV75AE_37,playing bugle
8jN7n8lhkiI_92,"alligators, crocodiles hissing"
NKvL6apPfhw_0,owl hooting
RS8hMORLDPE_91,playing shofar
TslB1VMKXmM_10,toilet flushing
GwWXDwqgWjo_335,playing tuning fork
UtMZGT9opoU_265,people eating noodle
WSuGM1DGvCM_6,people cheering
1_yyvTRVoZQ_2,"alligators, crocodiles hissing"
LMfD-ZsuzOU_30,playing clarinet
ST5bojWT3Jo_108,sharpen knife
He7jOq1MZH8_30,skidding
HQ8eR2lvjSE_30,driving motorcycle
5uRkBz98fCk_24,wind chime
Gg6Jx9UTBZI_158,baltimore oriole calling
_nMkSRVn6G0_12,baltimore oriole calling
GVg8Oz2xqe4_30,playing harpsichord
OxbHUMFOxnk_30,baby laughter
QC-JCBbOuNc_30,duck quacking
9ivV2chJLa4_30,playing french horn
2pt7WZBYeeI_30,"subway, metro, underground"
CNcxzB9F-Q8_100,skateboarding
HN4KMLVaT74_61,magpie calling
-iF4a6f5PJ8_60,pheasant crowing
DwubYPG6MwI_79,striking pool
KT-rYg9B_CM_420,skateboarding
E6NTp_ppAAM_15,playing bassoon
VfquVEoPZq8_40,lions growling
bZOJYhzt5_U_240,playing oboe
DuewD1imTvQ_19,sheep bleating
yEHITWk2vrs_68,bouncing on trampoline
InjDI0taSEQ_350,"bee, wasp, etc. buzzing"
KZqhxN-3zzc_24,police radio chatter
VIQqrHGMJRQ_173,playing bassoon
7RyBRczgJK4_260,chicken crowing
6OgSNQOTw2U_60,"railroad car, train wagon"
498ynMnZ6Lo_30,door slamming
w6mVxso5NOo_2,zebra braying
FZ6SAZzghk0_30,playing didgeridoo
2ZUuFcJxl3c_87,hail
50cOkl6Mz5E_530,"child speech, kid speaking"
HwGK5RvNOFI_30,typing on computer keyboard
pFE9Y4ox72s_60,playing saxophone
Pn-J9-LQRw8_30,singing bowl
RmKcbiWqFOw_46,cutting hair with electric trimmers
UnMk7X7PM80_139,canary calling
vjx-jzh9q7U_189,"playing steel guitar, slide guitar"
DlAnJVkaHn0_311,playing darts
RZnC-ZFEqv8_79,bowling impact
9_6Sx2Oqq7E_376,dinosaurs bellowing
t5xJ9pkdX-0_530,train whistling
G-tO6Sqyiu4_30,chicken clucking
VRaLq9Gb9xI_180,using sewing machines
zG2xJ0Q5QtI_90,playing snare drum
KqF-WZRVs-w_70,"child speech, kid speaking"
NWSPfogY_Ms_570,playing cymbal
JKX5mFZfLcY_0,mouse clicking
3PzvNHht_2M_110,pumping water
bXTlmnjGx0Y_107,"alligators, crocodiles hissing"
rOolowH8rI4_23,chimpanzee pant-hooting
rI4Y9pGtO9I_18,lip smacking
1uLkSMHxvZY_440,playing zither
pAvk3k0LPtI_220,cricket chirping
X1Ez6M6o-VU_25,elephant trumpeting
kuNDPraGm58_4,footsteps on snow
GrACpo7aonA_30,playing drum kit
_BJ3x6LqnYg_73,bowling impact
Js0qEfM_bpE_265,chopping wood
20qZLse0acs_30,dog bow-wow
FMfZWfpusVk_130,people crowd
C7dk8-aCdUw_214,rope skipping
uilGckGTlxE_28,ferret dooking
DdxiyqivyTc_29,wind chime
GL09sLcKW4M_30,machine gun shooting
hZKPDpfzokM_30,goose honking
JJJsGblfDO4_68,bathroom ventilation fan running
2kQCMxf0onU_36,cat hissing
mEslZvugQCc_30,"male speech, man speaking"
3NcGeszg2CM_284,sea lion barking
MKRuxljwsOs_30,mosquito buzzing
Q_-Z8fhVANk_450,playing tabla
s0yM8kiMZLw_0,mouse pattering
iV8CpHmiyrI_30,wind rustling leaves
wxaWzq2zh38_250,"cattle, bovinae cowbell"
9WWZUjBE5HA_183,striking pool
YsphDAFz1DA_100,wind noise
jWqqtybjzXE_30,typing on typewriter
b6silFrtOJQ_30,car engine knocking
3X9dtfeV1mQ_40,playing saxophone
Phj3lLEtWlk_45,underwater bubbling
WEROVWDp3n0_9,"race car, auto racing"
F6TozvArsTE_62,plastic bottle crushing
HWjQnxlvwa0_430,machine gun shooting
hvkCTW5sdf4_15,cupboard opening or closing
Rm2XQrio0QE_99,playing bongo
1xhSBniwGbM_30,male singing
-fPdOa99Iwg_30,people sniggering
VCWoxeOUJzc_83,"alligators, crocodiles hissing"
B9Sd9ubebhY_30,ambulance siren
N6jQ2uP0fcw_80,bowling impact
5z0JDfj5CQg_405,mouse clicking
3T8XhCkaA8M_30,"motorboat, speedboat acceleration"
0CzC0-cXe8M_30,lawn mowing
MoWyfzqzZrk_19,black capped chickadee calling
k0ikzr_6EQg_887,"race car, auto racing"
xvWXCKygxJQ_30,playing flute
xMCPVIiBrQo_107,swimming
LyIhmCTPLUc_30,cat meowing
YNfRtkRjLC8_102,extending ladders
ZFS_SPkhO30_15,cutting hair with electric trimmers
EaiB4-Dizms_470,playing piano
A-IzSI1ysmc_30,ambulance siren
ZOTPrbPDynk_55,writing on blackboard with chalk
i8kGE-XRat4_11,disc scratching
dySzuSBqPnE_7,ripping paper
nzpnWuk3RjU_170,playing timpani
Ej8tSqilL54_86,canary calling
s9EclzUqn9o_157,playing djembe
6hyBe3FO-xI_30,vacuum cleaner cleaning floors
iiAK295_-jk_21,baby crying
33UghN1hNF8_4,people clapping
4TgXgwVndiw_160,"child speech, kid speaking"
3y4xVx5yY_E_213,playing hockey
uz-_ROIn0bM_35,blowtorch igniting
KbOySeP46l4_570,people belly laughing
3ogvpIfTlhY_0,hail
LDoXsip0BEQ_177,parrot talking
8ASYkoden80_7,"electric shaver, electric razor shaving"
N_hNXhy3xp0_30,playing synthesizer
R2jQmn99gME_260,church bell ringing
-ILKJyVxhBI_617,extending ladders
uAcYglB_pRw_390,bird wings flapping
HFQrHE2H8Ho_80,playing piano
_L5Jp1l3kMQ_61,elephant trumpeting
d8hPjmvBv5I_251,disc scratching
WKYOzgjKdqI_30,pig oinking
-e4wXAy1iVo_0,playing ukulele
6U942AYlcXA_30,"engine accelerating, revving, vroom"
DhMLiwShZss_137,people battle cry
D3TlQdOZZB8_30,singing choir
0J5LtHU3F9Q_10,snake rattling
qGRJybFcxqY_7,"fly, housefly buzzing"
7V0G65FK2VQ_0,tapping guitar
v-J-jzNonoY_40,cat purring
XkyKliH1X3c_25,snake rattling
TeUgb183cGM_24,pheasant crowing
1EuGaYmvlXM_170,goose honking
INCP-fQ1HDQ_7,children shouting
12Sd9Aap5ww_251,running electric fan
maxlwbbBWU8_350,thunder
DYTLct-5tVs_0,people coughing
Mj51bVlY8Fg_150,people babbling
JR6hmr931Tw_111,ice cracking
U07bPALXCmM_401,"ice cream truck, ice cream van"
REAlPEWq33c_340,playing saxophone
SMkVCM9GfO8_30,playing harpsichord
KsSbIGkUf7Y_313,playing drum kit
H9nKSRtcxiY_80,turkey gobbling
pZG7CaFjEiQ_751,people slurping
7T04388Ijk8_30,driving buses
KgeMz90Heu0_613,eagle screaming
1xS-iGBR2b8_14,"donkey, ass braying"
CQ8oRAR8mVo_14,warbler chirping
fF3u_xLxF9Q_120,squishing water
GmgaXjkHfk4_164,playing bass drum
mPtIJOdWFso_30,pig oinking
UxZYiE92UYQ_152,footsteps on snow
s2aPuCFHNKg_15,bowling impact
X56iQAG3saE_304,playing timbales
0kK-PnupAow_86,opening or closing car doors
-SWaCArvQug_21,opening or closing drawers
Jhk0I2wZelU_30,playing flute
RJSOdjarLtk_44,airplane
6ty4Rhu7Y5Q_14,people belly laughing
zcPFRKqTD9I_470,cricket chirping
ddeSMfFLYTI_420,telephone bell ringing
M2WVhHYQvTM_30,people sniggering
WsG_Mg0VDn8_25,car engine starting
zAUlzt_njmk_28,fox barking
NqzZbJJl3E4_30,reversing beeps
NEUZUB2K1aI_78,sea lion barking
gGmWm1i6pVo_30,driving motorcycle
ZSqKAFe326w_63,dinosaurs bellowing
J0lA7ZDfPLE_30,playing electric guitar
ovFG_3EjFac_5,people shuffling
bt6HajgJ9Ls_420,people babbling
AOKeCClythw_0,people sneezing
KYn98MMX3pg_213,people eating noodle
hyVVGaHRRsk_97,sharpen knife
se62EZurO8Q_70,lawn mowing
kvKMz_laff4_55,volcano explosion
d8LvZQyYZpQ_10,canary calling
7UWBbVHVHQc_30,sliding door
lZcbXVXdVF4_10,"vehicle horn, car horn, honking"
0unbxXUE_c0_114,bowling impact
mjRVoRGBGws_331,chopping wood
Drxkm1HyVxI_21,sliding door
iJUC8TaMlkI_219,electric grinder grinding
R6EbA_Is4gc_520,playing tabla
zx_vcwOsDO4_50,tapping guitar
q221aOp6MDo_33,telephone bell ringing
00gxEsWO4mo_259,people slurping
BiNbPvdPthY_30,dog whimpering
mfJ5bk_gGTU_50,mosquito buzzing
2kHcvpsu_QY_30,playing french horn
6VBURvUgzls_30,printer printing
HoJJ9jdljtw_292,playing trumpet
oY9G944VcmI_534,playing erhu
d_3P7vuZwUY_190,eating with cutlery
Yw40aGSoGYw_78,cell phone buzzing
lJ_ZO6SZrb8_40,orchestra
_cb_U_z_Ct0_30,lawn mowing
DqFpx3mE9fQ_30,crow cawing
BjJf35bzNdM_50,popping popcorn
VFTNOF77bMs_500,playing trumpet
KkDJHfcz-K0_0,"playing marimba, xylophone"
afvKRNCfIXA_240,thunder
K1PzpuR6CqY_10,playing trumpet
I3qbB4Kq3Y0_30,playing banjo
R1CqlyLZl28_5,playing lacrosse
x_CFMV_BSPE_212,"race car, auto racing"
fLNiZuKgPtM_30,sliding door
0SnjS2w_c80_520,playing didgeridoo
OkAT5LKBbIE_113,dog bow-wow
tq3Hlgw2ZB0_180,sharpen knife
5Q5R_a86vYA_90,baby laughter
bC1qDfkRyEs_87,sharpen knife
TkrtTUPxHNI_30,playing harpsichord
tPtXIGJ6yOY_150,people running
cIjZv7BPYew_9,skiing
vfkjyOzEKyQ_66,woodpecker pecking tree
kqcMkJGvx-E_104,police radio chatter
VAV0cP55KIw_330,pumping water
bYQyHfbrq74_4,elk bugling
ZedCPKaacjU_326,airplane
KEprnXLR6Z4_10,elk bugling
jMFHv_n2X0o_14,playing mandolin
1lLobOtsIFA_30,waterfall burbling
4AWUlyZP_CM_90,baby laughter
CpNfxbqRDUA_30,owl hooting
EtcoN3RhRZg_127,playing guiro
sRdCCjXkFRU_30,sheep bleating
-Y8sJDoL1YA_15,playing gong
hTDVhi-O1I4_61,planing timber
apiwldD6mRo_20,cow lowing
-Sd-j0rKeKw_30,dog whimpering
8VbxIzaSHfw_30,playing zither
NAdLC19r7MU_245,planing timber
h_AQyNKifwQ_145,opening or closing car electric windows
g1-dvLKjo58_90,"playing marimba, xylophone"
I1fcUe9MoMw_120,playing ukulele
kTS0z-5T0nc_27,playing guiro
wRnBUv5KA94_24,train wheels squealing
B22gKoTyOfM_30,fire truck siren
2nVGw0vvwG4_5,otter growling
hY0BwM5s6F0_0,playing bagpipes
ueKKohFYF8g_0,telephone bell ringing
FMfTSJGsk5M_62,people gargling
JPxi84TbWPo_228,roller coaster running
TP-uSCjMiYY_250,playing squash
B7lf9HgFAwQ_30,horse clip-clop
UO1Mfq5cR0k_30,singing choir
uPyvbwFea7o_75,people marching
u1WvUkJWLjI_20,snake rattling
Tc9sb71px5I_30,firing cannon
z0yijW0cq7k_412,running electric fan
5QYvx0bCseU_329,playing castanets
Ntn6YvZM3kA_0,people screaming
56Z2jF5H0sI_190,hammering nails
0MU2SG5ME1E_16,fox barking
1OpNI5DjxC0_30,playing synthesizer
bz20Ve-c1xI_30,cap gun shooting
HgJaV3YXwnM_30,playing harp
mkVcFFOe3LI_30,fire crackling
hEWlxtiO6Sw_150,horse clip-clop
r1am09HyMkA_40,people booing
Y0zPnwGCSw0_48,fox barking
NCSXKxmlusY_0,crow cawing
29ZWMYIEq3g_141,sharpen knife
pfB7MFteFFY_95,chimpanzee pant-hooting
4V_-nmgCdCk_380,mouse pattering
0bBJkY4_zs8_33,elk bugling
2MKPKDQcgVc_36,train wheels squealing
KBmULhoBXDY_10,playing tennis
J75Aju6BsT8_10,bird squawking
hcOkk03PnZE_110,playing electronic organ
bVPLdRReUZ8_13,firing cannon
Z8dk4edzPHg_31,chinchilla barking
PHTgkVM0o0k_140,wind noise
CSjJC9EKSiQ_100,bird wings flapping
q45BrzW-_xQ_20,opening or closing car electric windows
kzxanav4Q34_30,ocean burbling
1hJnxzlxnQs_30,car passing by
Op6UazVNEQg_3,telephone bell ringing
17K-oEuH1p0_20,playing bugle
VOkiX4gWRI0_125,"electric shaver, electric razor shaving"
UltPy7eml7I_12,mynah bird singing
klExMKT88MQ_160,playing electronic organ
T0x6z65J-_M_334,swimming
yUi5HXpdh7s_103,people slapping
kLXnAOe7U0U_15,playing bongo
54Qbdi3Bfgo_268,playing snare drum
YY1Qf9Q_Zx8_37,dog baying
7xmSgV_y0aY_208,chopping food
vPSzy91QC3o_150,"vehicle horn, car horn, honking"
kpBkoalXnXM_228,people gargling
zgmAvQF1ojQ_49,cow lowing
1CIh0UNxXrI_50,opening or closing car doors
nNxzM0aVlF0_80,playing harp
ROsVbzFlnp0_24,bathroom ventilation fan running
xPNQ_MQjp0g_48,police car (siren)
00z0M1DJyAw_90,turkey gobbling
JKCvfKjTZX8_50,firing cannon
I1NE3H6soBU_300,chicken crowing
-gVYT75KBOU_4,extending ladders
IDNjtuhsyok_5,wood thrush calling
CZpzlNUH_Hc_30,cricket chirping
iAK8xAOUob8_297,playing snare drum
_PuBoGoSpog_280,stream burbling
Y-ZIaJqordE_70,reversing beeps
FFUSdzyhgZo_290,playing timpani
6FlgBpUP9G4_41,driving snowmobile
uwH37lkK6OQ_278,otter growling
Ti2XbGtfyNg_225,playing guiro
V6YuDO6Mz2s_30,sliding door
